vid_id,is_turkey
pyKh38FXD3E,0.035554588906481104
pyKh38FXD3E,0.025179477752795474
pyKh38FXD3E,0.040865229042929885
pyKh38FXD3E,0.027108507717427194
pyKh38FXD3E,0.012310144720777615
pyKh38FXD3E,0.05490216806023918
pyKh38FXD3E,0.035813318155055625
pyKh38FXD3E,0.02007972904258151
pyKh38FXD3E,0.5250359498918731
pyKh38FXD3E,0.06383946489456584
THhP1idrWXA,0.7082110467738439
THhP1idrWXA,0.8146484739088663
THhP1idrWXA,0.5868777094925126
THhP1idrWXA,0.7463746379441603
THhP1idrWXA,0.5552720543879273
THhP1idrWXA,0.8556668780896769
THhP1idrWXA,0.841465860831077
THhP1idrWXA,0.3950272919790942
THhP1idrWXA,0.9918677402530705
THhP1idrWXA,0.6830147163244831
jsw3T6GY2Nw,0.9051297464571965
jsw3T6GY2Nw,0.9241084226266468
jsw3T6GY2Nw,0.9507126944943873
jsw3T6GY2Nw,0.989446229811075
jsw3T6GY2Nw,0.954486348825252
jsw3T6GY2Nw,0.9175293457204653
jsw3T6GY2Nw,0.9626188072126233
jsw3T6GY2Nw,0.9980417419768418
jsw3T6GY2Nw,0.9254817945437518
jsw3T6GY2Nw,0.9842923557676329
nFkXTMHcjMU,0.9941974458270609
nFkXTMHcjMU,0.9814852636911945
nFkXTMHcjMU,0.8775175206007234
nFkXTMHcjMU,0.8960541574923686
nFkXTMHcjMU,0.038347379410821864
nFkXTMHcjMU,0.008877461058615659
nFkXTMHcjMU,0.9765912245942687
nFkXTMHcjMU,0.41383510878674984
nFkXTMHcjMU,0.11779078724339362
nFkXTMHcjMU,0.4530524497898127
Au8g9kAlrLQ,0.008066860139652592
Au8g9kAlrLQ,0.1438826712201721
Au8g9kAlrLQ,0.002927867863139143
Au8g9kAlrLQ,0.01441567738980153
Au8g9kAlrLQ,0.0018152939138892403
Au8g9kAlrLQ,0.0035410006759910586
Au8g9kAlrLQ,0.0671398023543942
Au8g9kAlrLQ,0.1597839080933852
Au8g9kAlrLQ,0.011724553575664855
Au8g9kAlrLQ,0.003675761536050169
tgk3DUpRI-w,0.03050918814796067
tgk3DUpRI-w,0.09628114815568836
tgk3DUpRI-w,0.011792381556009491
tgk3DUpRI-w,0.036872979577684484
tgk3DUpRI-w,0.028097540883862678
tgk3DUpRI-w,0.015496437175530302
tgk3DUpRI-w,0.025193725242196187
tgk3DUpRI-w,0.015070851171924545
tgk3DUpRI-w,0.007281716664836193
tgk3DUpRI-w,0.001768717221474311
BczNwyCGlH4,0.07875208740841767
BczNwyCGlH4,0.1664780131960912
BczNwyCGlH4,0.003699523100051863
BczNwyCGlH4,0.09029619441395599
BczNwyCGlH4,0.11335717321042431
BczNwyCGlH4,0.08504713236634517
BczNwyCGlH4,0.16852814116271142
BczNwyCGlH4,0.1157828532669596
BczNwyCGlH4,0.1347076955111213
BczNwyCGlH4,0.03541036094871623
zB5eXpmJDTM,0.04720131738211672
zB5eXpmJDTM,0.07442851896538927
zB5eXpmJDTM,0.11190990301197674
zB5eXpmJDTM,0.12489617531301128
zB5eXpmJDTM,0.8033813530949321
zB5eXpmJDTM,0.9106556147778716
zB5eXpmJDTM,0.839528433713289
zB5eXpmJDTM,0.9788747576233889
zB5eXpmJDTM,0.9810391127737376
zB5eXpmJDTM,0.9537248391870093
099z8epFcfc,0.7495096237809269
099z8epFcfc,0.9508611243636746
099z8epFcfc,0.0973248449372762
099z8epFcfc,0.33799360418484903
099z8epFcfc,0.18169605198494287
099z8epFcfc,0.007008228566977254
099z8epFcfc,0.044322364964704826
099z8epFcfc,0.14815691152018334
099z8epFcfc,0.019025099249189412
lQ8DMnq415o,0.010637493462175553
lQ8DMnq415o,0.0061231109590310735
lQ8DMnq415o,0.008880549938066555
lQ8DMnq415o,0.13009731784093598
lQ8DMnq415o,0.05489613179545463
lQ8DMnq415o,0.10136145430499119
lQ8DMnq415o,0.026087552074253506
lQ8DMnq415o,0.004044905438452466
lQ8DMnq415o,0.09610206359258648
lQ8DMnq415o,0.027104154135287963
GQiufwoajWs,0.2350660729498884
GQiufwoajWs,0.023756954387626362
GQiufwoajWs,0.09213064583395487
GQiufwoajWs,0.005696736731054745
GQiufwoajWs,0.055525664317795806
GQiufwoajWs,0.056832247072161855
GQiufwoajWs,0.1549337227973079
GQiufwoajWs,0.39959775802145653
GQiufwoajWs,0.005220333844185539
GQiufwoajWs,0.07265190741449928
INo_-jgqN8k,0.03847403303603333
INo_-jgqN8k,0.04301379422614493
INo_-jgqN8k,0.02180657578024661
INo_-jgqN8k,0.9462865927678771
INo_-jgqN8k,0.9851954109154619
INo_-jgqN8k,0.9738802614748082
INo_-jgqN8k,0.9862924032702919
INo_-jgqN8k,0.9869692031859705
INo_-jgqN8k,0.9853585263290884
INo_-jgqN8k,0.9315872876063295
hYRPxAli0qQ,0.9132460967113586
hYRPxAli0qQ,0.8349838256089864
hYRPxAli0qQ,0.8184555476636879
hYRPxAli0qQ,0.6265949599190284
hYRPxAli0qQ,0.8601366591711938
hYRPxAli0qQ,0.8377154040202688
hYRPxAli0qQ,0.8385377599166989
hYRPxAli0qQ,0.854548660465626
hYRPxAli0qQ,0.856786286015565
hYRPxAli0qQ,0.018398895247034065
3Gz_nevdXMw,0.01877859282392907
3Gz_nevdXMw,0.010082824091292552
3Gz_nevdXMw,0.06666666666666667
3Gz_nevdXMw,0.10228584176251279
3Gz_nevdXMw,0.00883889638112212
3Gz_nevdXMw,0.008923815308380165
3Gz_nevdXMw,0.02452242681947621
3Gz_nevdXMw,0.025026432040446935
3Gz_nevdXMw,0.021765981209828544
3Gz_nevdXMw,0.025769409524126968
pRTdKKDW-eA,0.05062639759394359
pRTdKKDW-eA,0.008452439166527987
pRTdKKDW-eA,0.06779179290742779
pRTdKKDW-eA,0.04351658493990946
pRTdKKDW-eA,0.0026900757273479537
pRTdKKDW-eA,0.008455754661720556
pRTdKKDW-eA,0.009055289035016678
pRTdKKDW-eA,0.07332199865419567
pRTdKKDW-eA,0.0019652804416749096
pRTdKKDW-eA,0.0904156847978594
Bea4YfWKAgY,0.11636485132255489
Bea4YfWKAgY,0.03573154804021025
Bea4YfWKAgY,0.01924080562968654
Bea4YfWKAgY,0.005080161620558476
Bea4YfWKAgY,0.02392174463231062
Bea4YfWKAgY,0.007131109431840885
Bea4YfWKAgY,0.04621268512840296
Bea4YfWKAgY,0.032237557087443976
Bea4YfWKAgY,0.05517826781935227
Bea4YfWKAgY,0.018699727338304363
